id,tytul,cena,czynsz,kaucja,adres,powierzchnia,pokoje,ogrzewanie,piętro,stan_wykończenia,dostępne_od,dodatkowe_informacje,rok_budowy,winda,rodzaj_zabudowy,okna,bezpieczeństwo,wyposażenie,opis,dodano,aktualizacja,link,scraped_date
65737022,Ciche mieszkanie 2 pokojowe Bemowo ul Szareckiego,3 000 zł,970 zł,5 000 zł,"ul. gen. Bolesława Szareckiego 4, Bemowo-Lotnisko, Bemowo, Warszawa, mazowieckie",51.44,2,miejskie,4/9,do zamieszkania,brak informacji,,1983,tak,blok,plastikowe,,zmywarka lodówka meble piekarnik kuchenka pralka,"Oferuję bezpośrednio do wynajęcia mieszkanie 2 pokojowe o pow. 51,44 m², znajdujące się w bloku z windą i domofonem, przy ul. Szareckiego 4 (osiedle Bemowo II) w Warszawie.   Lokal składa się z: - przestronnego salonu z funkcjonalną ścianką działową dającą duże możliwości aranżacji
(na wyposażeniu rozkładany stół z czterema krzesłami, duża szafa w zabudowie marki Komandor, dodatkowa szafa BRW, szafka RTV)
- osobnej widnej kuchni z meblami w zabudowie
(na wyposażeniu pojemna lodówka, zmywarka, piekarnik, płyta gazowa, okap, pralka)
- sypialni / mniejszego pokoju - umeblowanej łazienki z wanną narożną - przedpokoju - balkonu (wyjście z salonu)   Dodatkowe informacje: - mieszkanie swieżo wymalowane, - w pokojach powieszone zasłony i rolety rzymskie, w kuchni roleta dzień-noc - do mieszkania doprowadzony jest internet światłowodowy (możliwość podłączenia m.in. Vectra / UPC) - cicha, spokojna okolica, mieszkanie położone w centralnej części osiedla, blisko przystanków autobusowych / tramwajowych, oddalone ok 2 km od stacji metra Bemowo
- 15 min autobusem do Wojskowej Akademii Technicznej
- dobry dojazd do centrum
- pod blokiem znajdują się bezpłatne parkingi z dużą ilością miejsc postojowych - w pobliżu znajdują się liczne sklepy (m.in. Biedronka, Carrefour, Rossmann, Żabka, Putka), bazarek, lokale gastronomiczne, szkoły, przychodnia, banki, basen, fitness club itp   Warunki najmu: - czynsz najmu: 3000 PLN miesięcznie - czynsz administracyjny: aktualnie ok 970 PLN miesięcznie przy 4 osobach (w jego skład wchodzą oprócz opłat stałych zaliczki na wodę, ogrzewanie, gaz) - media rozliczane według zużycia - kaucja: 5000 PLN - minimalny okres najmu: 12 miesięcy - umowa najmu okazjonalnego - mieszkanie dostępne od zaraz  Zapraszam do kontaktu osoby zainteresowane. ",1.08.2024,21.08.2024,https://www.otodom.pl/pl/oferta/ciche-mieszkanie-2-pokojowe-bemowo-ul-szareckiego-ID4rPcy,2024-08-21
65377174,2 Pokoje|37m2|Bezpośrednio| Od 1 września,2 800 zł,938 zł,3 000 zł,"Nowa Praga, Praga-Północ, Warszawa, mazowieckie",,2,miejskie,10/10,do zamieszkania,brak informacji,,1975,tak,blok,plastikowe,,zmywarka lodówka meble piekarnik kuchenka pralka klimatyzacja,"[Wyremontowane mieszkanie na wynajem, bezpośrednio, od 1 września]
37m2 - 2 pokoje z osobną kuchnią
Praga Północ - ul. Łomżyńska 15/25
10 piętro z 2 windamiPomieszczenia:
- Salon z loggią, klimatyzacją, rozkładaną sofą z funkcją spania, komodą, sekretarzykiem, stołem i krzesłami,
- Sypialnia z łóżkiem 140x200, stolikiem nocnym, biurkiem i szafą,
- Kuchnia wyposażona w sprzęt AGD (lodówka, zmywarka, kuchenka gazowa z piekarnikiem elektrycznym, mikrofalówka i czajnik),
- Łazienka z wanną,
- Przedpokój z szafą, w której umieszczono pralkę,
- Piwnica (ok. 2.5m2)Komunikacja:
2 min pieszo przystanek autobusowy
15 min pieszo Metro Szwedzka
10 min pieszo PKP Warszawa Targówek
15 min pieszo PKP Warszawa WschodniaSklepy i rozrywka:
2 min pieszo sklep Żabka
8 min pieszo sklepy Kaufland/Rossmann/Pepco/Media Expert
15 min pieszo Centrum Praskie Koneser
15 min rowerem/hulajnogą Bulwary nad Wisłą/Most na Pragę/Centrum Nauki Kopernik/Elektrownia PowiśleOpłaty:
Koszt jednomiesięcznego najmu to 2800 zł
Dodatkowo płatny czynsz administracyjny 938zł + prąd i gaz według zużycia
Kaucja w wysokości 3000zł.Zainteresowanych zapraszam do kontaktu!
(Nie jestem zainteresowany kontaktem z pośrednikami)",25.04.2024,21.08.2024,https://www.otodom.pl/pl/oferta/2-pokoje-37m2-bezposrednio-od-1-wrzesnia-ID4qjAy,2024-08-21
60691497,"Nowoczesne, 4-pokojowe, świetna lokalizacja",5 400 zł,1 000 zł,6 400 zł,"ul. Stańczyka 4, Odolany, Wola, Warszawa, mazowieckie",55.2,4,miejskie,5/14,do zamieszkania,brak informacji,,2020,tak,blok,plastikowe,monitoring / ochrona,zmywarka lodówka meble piekarnik kuchenka telewizor pralka,"Funkcjonalne, dobrze rozplanowane mieszkanie dla 
studentów,  znajomych lub rodziny.
4 pokoje: trzy osobne sypialnie, umeblowane oraz salon, kuchnia, łazienka i duży przedpokój. 4 szafy, w tym 3 wnękowe. Do tego 2 niezależne balkony. Narożne, słoneczne, urocze mieszkanie.

Cena zawiera już wszystkie media, w tym koszty energii, ogrzewania, wody, z wyjątkiem opłat za internet/ TV.

Rozkład:
4 pokoje:
salon (sofa, TV, szafka) z wyjsciem na balkon oraz 3 osobne sypialnie -  w każdej łóżko, szafa; stół, plisy w oknach, jedna z trzech sypialni dodatkowo z balkonem.

Kuchnia z pełnym wyposażeniem: zestaw szafek górnych i dolnych z nowoczesnym i pełnym wyposażeniem: lodówko-zamrażarka, 4-palnikowa płyta grzewcza, okap, zmywarka; sztućce, zastawa, stół i 4 krzesła; kuchnia widna, z oknem;
łazienka: prysznic, umywalka z szafką,  pralka, WC;
duży przedpokój z wbudowaną dużą szafą i z lustrem; odkurzacz. 

Lokalizacja: mieszkanie na osiedlu przy Stańczyka 4, nowy blok z 2020 z windą, garażem podziemnym, miejscami parkinowymi wokół budynku i rowerownią.
Monitoring.
W bliskim otoczeniu: - PKP Dworzec Zachodni i SKM 700m; - stacja metra ""Młynów"" - 2500m; - przystanek autobusowy - 170m; - centrum handlowe Blue City i REduty - 2000m; - sklepy spożywcze - przychodnia 170m; - restauracje - 800m; - szkoła podstawowa, przedszkole - 1900m - stacje benzynowe - 200m, barber na parterze budynku.

Opłaty i uwagi:

- tylko najem okazjonalny z notarialnym poświadczeniem 
- bez zwierząt
- tylko dla niepalących

- cena obejmuje już wszystkie media, poza internetem 
- dostępne od 1 września 2024


Zapraszam do kontaktu",7.07.2020,21.08.2024,https://www.otodom.pl/pl/oferta/nowoczesne-4-pokojowe-swietna-lokalizacja-ID46ED7,2024-08-21
65804158,Mieszkanie z wydzieloną sypialnią - Igańska 11,2 300 zł,350 zł,3 000 zł,"ul. Igańska 11, Grochów, Praga-Południe, Warszawa, mazowieckie",,1,kotłownia,2/3,do zamieszkania,2024-08-26,,1977,nie,kamienica,plastikowe,,lodówka meble kuchenka pralka,"Bez prowizji
Wolne od 26.08.2024r
Zapraszam do wynajęcia mieszkania z wydzieloną sypialnią.
17 min. dojazd do centrum komunikacją miejską
9 min. pieszo do Ronda Wiatraczna
12 min. dojazd do uczelni SWPS
7 min dojazd do CH Jubilerska
5 min dojazd do CH Promenada
Nieruchomość wykończona jest w stylu Skandynawskim.
Pracujesz w Centrum, na Pradze lub przeprowadzasz się do Warszawy. Cenisz sobie własną przestrzeń, jest to świetne miejsce dla Ciebie.
W bliskiej okolicy znajduje się wszystko co potrzebujesz: liczne sklepy, centra handlowe, apteki, bazar Szembeka, paczkomat.
Mieszkanie jest dobrze zorganizowane.
Jest wydzielona sypialnia z komodą a w kuchni jest sofa, przestronna szafa i stół. Do tego standardowe wyposażenie czyli lodówka, płyta indukcyjna i duża przestrzeń w szafkach.
Lokal posiada łazienkę z prysznicem.
Nie zapewniamy pościeli i kołdry oraz zastawy stołowej.
Cena wynajmu to 2300 + (stałe opłaty 350zł przy 1 osobie) 
Kaucja jest wymagana 3000
Budynek nie posiada windy.
Zapraszam do kontaktu",21.08.2024,21.08.2024,https://www.otodom.pl/pl/oferta/mieszkanie-z-wydzielona-sypialnia-iganska-11-ID4s6Fo,2024-08-21
64478709,Mieszkanie 40m2 Aleje Jerozolimskie,3 400 zł,739 zł,4 000 zł,"Filtry, Ochota, Warszawa, mazowieckie",,2,miejskie,9/11,do zamieszkania,brak informacji,,,tak,blok,plastikowe,,zmywarka lodówka meble piekarnik kuchenka telewizor pralka,"Mam przyjemność zaoferować na wynajem komfortowe, umeblowane, bezpośrednio po remoncie 2 pokojowe mieszkanie zlokalizowane w samym Centrum Warszawy przy ul. Al. Jerozolimskie.
Lokal mieszkalny o powierzchni 40 m2 składa się z: - salonu, - pokoju/sypialni ,
-widnej kuchni - łazienki z prysznicem, - przedpokoju
Całe mieszkanie po generalnym remoncie z nowym wyposażeniem.
Kuchnia wyposażona w zmywarkę, piekarnik, okap, kuchenkę gazową, lodówkę. 
Sypialnia nowe łóżko kontynentalne 160x200cm 
Mieszkanie doskonale położone pod względem komunikacyjnym, bliskość przystanków tramwajowych oraz autobusowych, od stacji Metra. W bardzo bliskiej okolicy centrum handlowe Złote Tarasy, Dworzec Centralny, pl Daszyńskiego, Politechnika Warszawska, park, apteki, mnóstwo sklepów, i restauracji.
Opłaty: Koszt wynajmu wynosi 3400 zł (+ czynsz administracyjny 738 zł). Mieszkanie dostępne od ZARAZ. Umowa najmu okazjonalnego na okres minimum 12 miesięcy. Zachęcam do obejrzenia mieszkania na żywo oraz kontaktu telefonicznego!


I am pleased to offer for rent a comfortable, furnished, newly renovated 2-room apartment located in the very center of Warsaw at ul. Al. Jerozolimskie.
A residential premises with an area of 40 m2 consists of:- living room,- room/bedroom,
- bright kitchen- bathrooms with shower,- hall
The entire apartment has been completely renovated with new equipment.
The kitchen is equipped with a dishwasher, oven, hood, gas stove and fridge.
Bedroom with a new continental bed 160x200cm
The apartment is perfectly located in terms of communication, close to tram and bus stops, and the Metro station. In the very close vicinity there is the Złote Tarasy shopping center, the Central Railway Station, Daszyńskiego Square, the Warsaw University of Technology, a park, pharmacies, lots of shops and restaurants.
Fees:The rental cost is PLN 3,400 (+ administrative rent PLN 738).The apartment is available IMMEDIATELY.Occasional rental agreement for a minimum period of 12 months.I encourage you to see the apartment in person and contact us by",2.08.2023,21.08.2024,https://www.otodom.pl/pl/oferta/mieszkanie-40m2-aleje-jerozolimskie-ID4mxRb,2024-08-21
65804142,Warszawa Żerań/Białołęka mieszkanie na wynajem,3 500 zł,,brak informacji,"Żerań, Białołęka, Warszawa, mazowieckie",,3,gazowe,2/3,do zamieszkania,brak informacji,,2013,tak,blok,plastikowe,teren zamknięty monitoring / ochrona,zmywarka lodówka meble piekarnik kuchenka pralka,"Do wynajęcia od zaraz 3 pokojowe mieszkanie na Żeraniu. Grodzone, kameralne osiedle z placem zabaw. Blisko szkoła, przedszkole, duży plac zabaw, przystanek autobusowy (15 minut do metra Marymont).Mieszkanie składa się z: sypialni; pokoju, który może służyć jako pokój dziecka/ sypialnia/ biuro; salonu z aneksem kuchennym; łazienki wyposażonej w wannę i osobny prysznic; dużego balkonu.Wynajem minimum na rok.

Po więcej informacji proszę o kontakt telefoniczny.",21.08.2024,21.08.2024,https://www.otodom.pl/pl/oferta/warszawa-zeran-bialoleka-mieszkanie-na-wynajem-ID4s6F8,2024-08-21
63321776,"WILANÓW, umeblowane, DWA x Garaż, 2 pokoje, taras",4 700 zł,,4 800 zł,"ul. Oś Królewska, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",,2,miejskie,3/4,do zamieszkania,brak informacji,,2016,tak,blok,,teren zamknięty monitoring / ochrona,zmywarka lodówka meble piekarnik kuchenka pralka,"Do wynajęcia ładnie wykończone, umeblowane mieszkanie w Wilanowie (Oś Królewska 18b). 

W cenie DWA miejsca postojowe w garażu podziemnym.

Salon z aneksem kuchennym, sypialnia, dwie łazienki (wanna, prysznic).
Okna na północ i południe. Dookoła mieszkania taras.

Piętro III, winda. Budynek z 2016 roku, chroniony i ogrodzony.

Wynajem na min rok.
Mieszkanie dostępne od zaraz.
 
Zapraszamy do oglądania!
Oferta biura nieruchomości
Tel. 601 616 576",20.07.2022,21.08.2024,https://www.otodom.pl/pl/oferta/wilanow-umeblowane-dwa-x-garaz-2-pokoje-taras-ID4hGSY,2024-08-21
61156739,"Unikalny, dwupoziomowy apartament w kamienicy - 42",5 700 zł,600 zł,brak informacji,"ul. Jagiellońska 36, Stara Praga, Praga-Północ, Warszawa, mazowieckie",,3,miejskie,4/5,do zamieszkania,brak informacji,,2020,tak,kamienica,,teren zamknięty monitoring / ochrona,zmywarka lodówka meble piekarnik kuchenka telewizor pralka,"Apartamenty na wynajem długoterminowy z dodatkowymi usługami.W LivUp oferujemy nowy lifestyle na rynku wynajmu. Mamy do zaoferowania apartamenty wykończone w wysokim standardzie z dodatkowymi udogodnieniami dla najemców. Stawiamy na kompleksowe rozwiązania, przy czym zapewniamy stabilny oraz bezpieczny wynajem. 

Mieszkanie w stylu Classic o powierzchni 65 m2 składa się z sypialni wraz z przestronnym salonem połączonym z aneksem kuchennym oraz z otwartej sypialni na wyższym poziomie. W ofercie posiadamy umeblowane apartamenty. 

Dodatkowe usługiNasi najemcy będą mieli możliwość korzystania z sali Fitness, Lounge room'u, zamkniętej rowerowni oraz dedykowanych wydarzeń.LokalizacjaJagiellońska 36 znajduje się zaledwie 3 minuty do stacji metra Dw. Wileński, 1 minutę do Parku Praskiego oraz 6 minut do słynnej ul. Ząbkowskiej. Dojazd do centrum komunikacją miejską zajmuje jedynie 10 minut.CenaCzynsz za mieszkanie wynosi 5 700 PLN. Do opłat należy doliczyć zaliczki za media (prąd, ogrzewanie, ciepłą i zimną wodę) w wysokości 600 PLN oraz internet w wysokości 60 PLN.

Nie pobieramy żadnej prowizji za wynajem mieszkania.Posiadamy więcej mieszkań w ofercie! 

Informujemy, że Państwa dane osobowe przekazywane w ramach przesyłanej korespondencji dotyczącej zainteresowania oferowanymi przez nas lokalami, będą przetwarzane przez Aurec Capital Poland sp. z o.o. zgodnie z postanowieniami polityki ochrony danych osobowych.
_

Apartment for long-term rental with rich offer of amenities

At LivUp, we offer a new lifestyle on the rental market. We offer apartments finished in a high standard with additional amenities for tenants. We focus on comprehensive solutions, and we ensure stable and safe rental.

Apartment
The apartment is in a classic style with an area of 65 sqm, consists of one bedroom and a spacious living room with a kitchenette and a big bedroom on the second floor. We offer furnished apartments. 

Additional services
For our tenants, we provide special amenities, such as: Fitness area, Lounge room, a private bicycle room and dedicated events!

Location
Jagiellońska 36 is located just 3 minutes to the Dw.Wileński metro station, 1 minute to Praski Park and 6 minutes to the famous Ząbkowska Street. It is only 10 minutes by public transport to the center.

Price
The rent for the apartment is 5 700 PLN. The fees do not include advance payments for utilities (electricity, heating, hot and cold water) in the amount of 600 PLN and internet in the amount of 60 PLN.

We do not charge any brokerage commission.",6.11.2020,21.08.2024,https://www.otodom.pl/pl/oferta/unikalny-dwupoziomowy-apartament-w-kamienicy-42-ID48BF1,2024-08-21
65525451,Słoneczne i ciche 3-pok. mieszkanie przy lesie,4 300 zł,750 zł,7 000 zł,"ul. Jerzego Iwanowa-Szajnowicza, Kabaty, Ursynów, Warszawa, mazowieckie",,3,miejskie,4/6,do zamieszkania,brak informacji,,2004,tak,blok,plastikowe,teren zamknięty monitoring / ochrona,zmywarka lodówka meble piekarnik kuchenka pralka,"Dzień dobry,
mam do wynajęcia mieszkanie 3-pokojowe 73m2 dostępne od zaraz.
Mieszkanie po remoncie, wykończone wysokiej jakości materiałami.

Garaż i komórka lokatorska w cenie!

Lokal znajduje się na 4 piętrze w bloku na zamkniętym, strzeżonym osiedlu z 2004 roku.
Mieszkanie jest słoneczne, ciepłe i ciche.
Okolica (bardzo blisko Las Kabacki) oraz sąsiedztwo są bardzo ciche i spokojne i sprzyjają odpoczynkowi po pracy. W bliskim sąsiedztwie nowo wybudowana szkoła publiczna (drogę dziecka do szkoły można nawet obserwować z okna), szkoły prywatne, przychodnia, żłobek. Osiedle jest zadbane, ma 2 place zabaw.

Mieszkanie z dużym balkonem składa się z:
- salonu z jadalnią (20 m2)
- kuchni (11 m2)
- sypialni ""małżeńskiej"" z bardzo pojemną garderobą (12 m2)
- sypialni/gabinetu (12 m2)
- łazienki z wanną i prysznicem (7 m2)
- wc oddzielne
- korytarza (duży regał na książki i duża szafa wnękowa)

W cenę najmu lokalu wliczona jest piwnica oraz wygodne miejsce postojowe w garażu podziemnym.
Nieruchomość posiada całodobową ochronę.

Lokalizacja:
- Las Kabacki - 3 min piechotą
- metro Kabaty - 8 min piechotą
- Lidl - 8 min piechotą

Cena najmu to 4300 zł + czynsz z zaliczkami do wspólnoty (na ten moment ok 750 zł - do rozliczenia wg zużycia) + prąd (wg licznika)

Mieszkanie dla osób niepalących i bez zwierząt domowych.

Umowa - najem okazjonalny min 12 msc.

Agencjom nieruchomości dziękuję.

Proszę o kontakt telefoniczny (wiadomości na portalu mogą być odczytywane z dużym opóźnieniem).",6.06.2024,21.08.2024,https://www.otodom.pl/pl/oferta/sloneczne-i-ciche-3-pok-mieszkanie-przy-lesie-ID4qVa7,2024-08-21
65804115,"Obok Ch Arkadia, również na cele biurowe/od 20.07",6 000 zł,2 100 zł,8 000 zł,"ul. Zygmunta Słomińskiego, Muranów, Śródmieście, Warszawa, mazowieckie",105,3,miejskie,5/13,do zamieszkania,2024-07-20,,2000,tak,apartamentowiec,drewniane,teren zamknięty monitoring / ochrona,zmywarka lodówka meble piekarnik,"Przestronne mieszkanie o powierzchni 105 mkw. usytuowane na piątym piętrze w apartamentowcu przy ul. Słomińskiego. Podłogi w salonie i sypialniach wyłożone są drewnem bukowym.Bardzo jasny i zadbany lokal składający się z:Pokoju dziennego - 32 mkw.,Dwóch sypialni z pojemnymi szafami wnękowymi - 15 mkw. i 17 mkw.,Osobnej widnej kuchni - 12 mkw.,Łazienki z wanną i kabiną prysznicową - 7 mkw.,Osobnej toalety - 2 mkw.,Pralni oraz garderoby - 3 mkw. i 2,5 mkw.,Hol - 10,5 mkw.Przykładowe przeznaczenie lokalu na cele biurowe:Kancelaria notarialna,Biuro rachunkowe,Zakład fotograficzny,Usługi i poprawki krawieckie,Branża związana ze szkoleniem w zakresie BHP,Branża związana z naprawą sprzętów np.: komputerów, telefonów itp.Branża związania z usługami informatycznymi.Specjalizacje, które nie będą zakłócały ciszy oraz, które nie będą uciążliwe dla mieszkańców budynku znajdą swoje miejsce w tym lokalu.Czynsz wynajmu wynosi 8 100 zł miesięcznie.Czynsz administracyjny oraz miejsce parkingowe w garażu podziemnym są wliczone jest w cenę wynajmu. Czynsz zawiera zaliczki na wodę zimną, wodę ciepłą oraz ogrzewanie.Dodatkowo płatna energia elektryczna według zużycia.Mieszkanie będzie dostępne od 20 lipca 2024.Budynek:Budynek wybudowany z 2002 roku. Konstrukcja nośna budynków – szkieletowa, żelbetowa, monolityczna. Ściany zewnętrzne murowane z pustaków ceramicznych ocieplone styropianem Ściany działowe murowane z cegły ceramicznej. Apartamentowiec posiada windę oraz jest monitorowany.Lokalizacja:Znakomita lokalizacja na styku Śródmieścia i Żoliborza tuż obok CH Arkadia.Świetna komunikacja miejska (tramwaj, autobus) oraz Metro ""Dworzec Gdański (5 min spacerem) Okolica z pełną infrastrukturą miejską: liczne sklepy, szkoły, przedszkola, punkty usługowe oraz placówki NFZ. W pobliżu baseny Inflancka oraz parki Traugutta i Kusocińskiego.Zapraszam do kontaktu w celu umówienia prezentacji nieruchomości. Poglądowe zdjęcia udostępnione za pomocą: Google, My Maps (Google), e-mapa, geoportal, SIP, BIP, OnGeo.Serdecznie zapraszam na prezentację nieruchomości w dogodnym dla Państwa terminie.Jeśli macie Państwo pytania, proszę pisać i dzwonić.Pracuję od poniedziałku do soboty w godzinach 9-21English description:Spacious apartment of 105 sqm situated on the fifth floor of an apartment building on Slominskiego Street. The floors in the living room and bedrooms are tiled with beech wood.Very bright and well-kept unit consisting of:Living room - 32 sqm,Two bedrooms with capacious closets - 15 sqm. and 17 sqm,Single widespread kitchen - 12 sq. m.,Bathroom with bathtub and shower - 7 sq. m.,Single toilet - 2 sq. m.,Washroom and dressing room - 3 sq. m. and 2.5 sq. m,Hol - 10.5 sqm.Exemplary use of the premises for office purposes:Notary office,Accounting office,Photo shop,Tailoring services and corrections,Business related to training in occupational health and safety,Business related to repair of equipment such as.Branch related to IT services.Specialties that will not disturb the silence and that will not be a nuisance to the residents of the building will find their place in this premises.Rent is 8100 zł per month.Administrative rent and parking space in the underground garage are included in the rental price. The rent includes advance payments for cold water, hot water and heating.Additionally payable electricity according to consumption.The apartment will be available from 20 July 2024..Building:Building constructed from 2002. Load-bearing structure of buildings - skeletal, reinforced concrete, monolithic. Exterior walls made of ceramic blocks insulated with polystyrene foam Partition walls made of ceramic bricks. The apartment building has an elevator and is monitored..Location:Great location at the junction of Downtown and Żoliborz right next to CH Arkadia.Great public transportation (streetcar, bus) and Metro ""Gdanski Station (5 min walk) A neighborhood with full urban infrastructure: numerous stores, schools, kindergartens, service points and NFZ facilities. Near Inflancka swimming pools and Traugutta and Kusocińskiego parks..Struktura kosztówCzynsz administracyjny: Dodatkowo płatny (2 100 zł)Ogrzewanie: W czynszu administracyjnymWoda: W czynszu administracyjnymPrąd: Dodatkowo płatnyGaz: Internet: Indywidualna umowaTV kablowa/sat.: Indywidualna umowaMiejsce postojowe: W czynszu administracyjnymOpłatyKaucja : 8000Czynsz adm. : Dodatkowo płatny (2 100 zł)Woda : W czynszu adm.Prąd : Dodatkowo płatnyOgrzewanie : W czynszu adm.Gaz : BrakInternet : Indywidualna umowaTV Kablowa / sat. : Indywidualna umowaMiejsce postojowe : W czynszu adm.Podstawowe informacjeRodzaj : ApartamentStan lokalu : Bardzo dobryUmeblowanie : TakSalon : 32 mkw.Kuchnia : WidnaLiczba łazienek : 1Lb. oddzielnych toalet : 1BudynekRok budowy : 2000Stan budynku : Bardzo dobryWinda : TakUdog. dla niepełnosprawnych : NieTeren ogrodzony : TakOchrona : TakPowierzchnia dodatkowaBalkon : Brak, Piwnica : NieKomórka : NieOgród : NieMedia i wyposażenieKlimatyzacja : NieOgrzewanie : CO miejskie, Ciepła woda : Wodociąg miejski, Gaz : NieWyposażenie łazienek : Bidet, Grzejnik drabinkowy, Podgrzewane podłogi, Prysznic, Umywalka, Wanna, WC, Wyposażenie kuchni : Lodówka, Mikrofalówka, Okap, Piekarnik, Płyta grzewcza elektryczna, Zamrażarka, Zlewozmywak, Zmywarka, Miejsca parkingoweParking podziemny : 1InfrastrukturaDostępne w okolicy : Bank, Bar, Basen, Centrum handlowe, Fitnes, Kościół, Plac zabaw, Restauracja, Szkoła, KomunikacjaTransport publiczny : Autobus, Kolej, Kolejka podmiejska, Metro, Tramwaj, Nasze usługi świadczymy w oparciu o umowę pośrednictwa, która gwarantuje Państwu bezpieczeństwo transakcji oraz pełną opiekę naszego doradcy przez cały okres trwania współpracy. Za wykonaną usługę pobieramy wynagrodzenie zgodnie z warunkami uzgodnionymi w zawartej umowie (za wyjątkiem umów zawartych w programie 0%).Prezentowane oferty nie stanowią oferty w rozumieniu Kodeksu Cywilnego. Staramy się, aby informacje dotyczące oferowanych obiektów były możliwie dokładne, kompletne i aktualne. Ze względu na okoliczności, iż informacje te pochodzą od osób trzecich i część z nich nie zawsze daje się zweryfikować, MAXON Nieruchomości Sp. z o.o. nie ponosi odpowiedzialności za ich dokładność, kompletność i aktualność",21.08.2024,21.08.2024,https://www.otodom.pl/pl/oferta/obok-ch-arkadia-rowniez-na-cele-biurowe-od-20-07-ID4s6EH,2024-08-21
65737022,Ciche mieszkanie 2 pokojowe Bemowo ul Szareckiego,3 000 zł,970 zł,5 000 zł,"ul. gen. Bolesława Szareckiego 4, Bemowo-Lotnisko, Bemowo, Warszawa, mazowieckie",51.44,2,miejskie,4/9,do zamieszkania,brak informacji,,1983,tak,blok,plastikowe,,zmywarka lodówka meble piekarnik kuchenka pralka,"Oferuję bezpośrednio do wynajęcia mieszkanie 2 pokojowe o pow. 51,44 m², znajdujące się w bloku z windą i domofonem, przy ul. Szareckiego 4 (osiedle Bemowo II) w Warszawie.   Lokal składa się z: - przestronnego salonu z funkcjonalną ścianką działową dającą duże możliwości aranżacji
(na wyposażeniu rozkładany stół z czterema krzesłami, duża szafa w zabudowie marki Komandor, dodatkowa szafa BRW, szafka RTV)
- osobnej widnej kuchni z meblami w zabudowie
(na wyposażeniu pojemna lodówka, zmywarka, piekarnik, płyta gazowa, okap, pralka)
- sypialni / mniejszego pokoju - umeblowanej łazienki z wanną narożną - przedpokoju - balkonu (wyjście z salonu)   Dodatkowe informacje: - mieszkanie swieżo wymalowane, - w pokojach powieszone zasłony i rolety rzymskie, w kuchni roleta dzień-noc - do mieszkania doprowadzony jest internet światłowodowy (możliwość podłączenia m.in. Vectra / UPC) - cicha, spokojna okolica, mieszkanie położone w centralnej części osiedla, blisko przystanków autobusowych / tramwajowych, oddalone ok 2 km od stacji metra Bemowo
- 15 min autobusem do Wojskowej Akademii Technicznej
- dobry dojazd do centrum
- pod blokiem znajdują się bezpłatne parkingi z dużą ilością miejsc postojowych - w pobliżu znajdują się liczne sklepy (m.in. Biedronka, Carrefour, Rossmann, Żabka, Putka), bazarek, lokale gastronomiczne, szkoły, przychodnia, banki, basen, fitness club itp   Warunki najmu: - czynsz najmu: 3000 PLN miesięcznie - czynsz administracyjny: aktualnie ok 970 PLN miesięcznie przy 4 osobach (w jego skład wchodzą oprócz opłat stałych zaliczki na wodę, ogrzewanie, gaz) - media rozliczane według zużycia - kaucja: 5000 PLN - minimalny okres najmu: 12 miesięcy - umowa najmu okazjonalnego - mieszkanie dostępne od zaraz  Zapraszam do kontaktu osoby zainteresowane. ",1.08.2024,21.08.2024,https://www.otodom.pl/pl/oferta/ciche-mieszkanie-2-pokojowe-bemowo-ul-szareckiego-ID4rPcy,2024-08-21
65377174,2 Pokoje|37m2|Bezpośrednio| Od 1 września,2 800 zł,938 zł,3 000 zł,"Nowa Praga, Praga-Północ, Warszawa, mazowieckie",,2,miejskie,10/10,do zamieszkania,brak informacji,,1975,tak,blok,plastikowe,,zmywarka lodówka meble piekarnik kuchenka pralka klimatyzacja,"[Wyremontowane mieszkanie na wynajem, bezpośrednio, od 1 września]
37m2 - 2 pokoje z osobną kuchnią
Praga Północ - ul. Łomżyńska 15/25
10 piętro z 2 windamiPomieszczenia:
- Salon z loggią, klimatyzacją, rozkładaną sofą z funkcją spania, komodą, sekretarzykiem, stołem i krzesłami,
- Sypialnia z łóżkiem 140x200, stolikiem nocnym, biurkiem i szafą,
- Kuchnia wyposażona w sprzęt AGD (lodówka, zmywarka, kuchenka gazowa z piekarnikiem elektrycznym, mikrofalówka i czajnik),
- Łazienka z wanną,
- Przedpokój z szafą, w której umieszczono pralkę,
- Piwnica (ok. 2.5m2)Komunikacja:
2 min pieszo przystanek autobusowy
15 min pieszo Metro Szwedzka
10 min pieszo PKP Warszawa Targówek
15 min pieszo PKP Warszawa WschodniaSklepy i rozrywka:
2 min pieszo sklep Żabka
8 min pieszo sklepy Kaufland/Rossmann/Pepco/Media Expert
15 min pieszo Centrum Praskie Koneser
15 min rowerem/hulajnogą Bulwary nad Wisłą/Most na Pragę/Centrum Nauki Kopernik/Elektrownia PowiśleOpłaty:
Koszt jednomiesięcznego najmu to 2800 zł
Dodatkowo płatny czynsz administracyjny 938zł + prąd i gaz według zużycia
Kaucja w wysokości 3000zł.Zainteresowanych zapraszam do kontaktu!
(Nie jestem zainteresowany kontaktem z pośrednikami)",25.04.2024,21.08.2024,https://www.otodom.pl/pl/oferta/2-pokoje-37m2-bezposrednio-od-1-wrzesnia-ID4qjAy,2024-08-21
